13.1,6.3,-26,0.03,7
13.8,6.3,-27,0.04,12
14.0,6.3,-26,0.04,17
14.2,6.3,-25,0.03,22
14.5,6.3,-26,0.03,27
14.3,6.3,-25,0.03,32
14.5,6.3,-27,0.04,37
14.9,6.3,-30,0.05,42
14.9,6.3,-31,0.06,47
15.0,6.3,-30,0.05,52
15.6,6.3,-42,0.20,57
15.0,6.3,-37,0.11,62
15.6,6.3,-42,0.20,67
15.6,6.3,-48,0.40,72
15.9,6.3,-45,0.28,77
15.7,6.3,-43,0.20,82
15.9,6.3,-44,0.25,87
16.3,6.3,-49,0.45,92
16.0,6.3,-52,0.63,97
16.4,6.3,-50,0.50,102
16.4,6.3,-47,0.35,107
16.4,6.3,-46,0.32,112
16.6,6.3,-47,0.35,117
16.3,6.3,-48,0.40,122
16.7,6.3,-48,0.40,127
17.3,6.3,-46,0.32,132
16.9,6.3,-43,0.32,137
16.9,6.3,-42,0.20,142
17.1,6.3,-44,0.25,147
17.1,6.3,-46,0.32,152
17.3,6.3,-47,0.35,157
17.3,6.3,-47,0.35,162
17.4,6.3,-47,0.35,167
17.4,6.3,-47,0.35,172
17.4,6.3,-48,0.40,177
17.6,6.3,-47,0.35,182
17.4,6.3,-46,0.40,187
17.8,6.3,-46,0.32,192
17.6,6.3,-45,0.28,197
18.3,6.3,-45,0.25,202
18.2,6.3,-47,0.35,207
18.0,6.3,-48,0.40,212
18.3,6.3,-46,0.32,217
17.8,6.3,-44,0.28,222
17.8,6.3,-44,0.25,227
18.1,6.3,-48,0.32,232
18.1,6.3,-47,0.35,237
18.7,6.3,-47,0.35,242
18.1,6.3,-46,0.32,247
18.1,6.3,-48,0.40,252
18.5,6.3,-55,0.45,257
18.3,6.3,-56,1.00,262
18.8,6.3,-61,1.78,267
18.8,6.3,-70,5.01,272
18.5,6.3,-61,2.51,277
18.1,6.3,-56,1.00,282
18.5,6.3,-50,0.50,287
18.8,6.3,-48,0.40,292
18.5,6.3,-50,0.50,297
18.4,6.3,-49,0.45,302
18.6,6.3,-48,0.56,307
18.8,6.3,-48,0.40,312
18.5,6.3,-48,0.40,317
18.8,6.3,-46,0.35,322
18.8,6.3,-45,0.28,327
18.8,6.3,-49,0.45,332
18.8,6.3,-48,0.40,337
18.7,6.3,-50,0.56,342
18.8,6.3,-52,0.63,347
18.7,6.3,-50,0.50,352
19.2,6.3,-50,0.50,357
19.2,6.3,-49,0.45,362
18.3,6.3,-46,0.32,367
18.8,6.3,-45,0.25,372
18.5,6.3,-44,0.25,377
18.5,6.3,-46,0.32,383
18.8,6.3,-46,0.28,387
18.3,6.3,-46,0.32,392
18.8,6.3,-50,0.50,397
18.8,6.3,-64,2.51,402
19.4,6.3,-54,0.79,407
19.2,6.3,-48,0.40,412
18.8,6.3,-48,0.40,417
18.8,6.3,-54,0.79,422
18.8,6.3,-48,0.40,427
19.0,6.3,-48,0.40,432
19.2,6.3,-52,0.63,437
18.4,6.3,-47,0.35,442
19.2,6.3,-60,1.58,448
19.5,6.3,-56,1.26,452
18.4,6.3,-48,0.40,457
18.8,6.3,-58,1.26,462
19.2,6.3,-58,1.26,467
19.0,6.3,-60,1.58,472
19.4,6.3,-71,5.62,477
18.8,6.3,-58,1.12,482
19.0,6.3,-56,1.00,487
19.5,6.3,-64,2.51,492
19.2,6.3,-56,1.00,497
19.3,6.3,-62,2.00,502
19.7,6.3,-59,1.41,507
19.5,6.3,-71,5.62,512
19.5,6.3,-61,1.78,517
19.5,6.3,-69,4.47,522
19.5,6.3,-70,2.82,527
19.5,6.3,-61,1.78,532
19.1,6.3,-60,1.58,537
19.5,6.3,-66,3.16,542
19.9,6.3,-63,2.24,547
19.9,6.3,-59,1.41,552
19.9,6.3,-69,1.58,557
20.0,6.3,-67,3.55,562
20.1,6.3,-70,5.01,567
19.5,6.3,-62,2.00,572
19.9,6.3,-61,1.78,577
19.6,6.3,-65,2.82,582
19.7,6.3,-69,4.47,587
19.7,6.3,-70,5.01,592
19.7,6.3,-68,3.98,597
19.9,6.3,-70,5.01,602
19.1,6.3,-70,5.01,607
19.5,6.3,-73,7.08,612
19.2,6.3,-68,3.98,617
19.2,6.3,-63,2.24,622
19.2,6.3,-67,3.55,627
18.8,6.3,-69,4.47,632
18.8,6.3,-67,3.55,637
18.8,6.3,-75,8.91,642
19.2,6.3,-81,17.78,647
18.5,6.3,-84,7.08,652
18.5,6.3,-75,8.91,657
18.4,6.3,-81,17.78,662
18.1,6.3,-76,10.00,667
18.5,6.3,-93,70.79,672
18.1,6.3,-75,8.91,677
18.1,6.3,-76,17.78,682
18.5,6.3,-81,17.78,687
18.5,6.3,-100,158.49,692
17.8,6.3,-84,25.12,697
17.9,6.3,-76,10.00,702
18.7,6.3,-71,5.62,707
18.5,6.3,-78,12.59,712
18.7,6.3,-83,22.39,717
17.9,6.3,-84,25.12,722
18.8,6.3,-72,31.62,727
18.5,6.3,-70,5.01,732
18.5,6.3,-76,10.00,737
17.9,6.3,-79,14.13,742
18.5,6.3,-70,5.01,747
18.5,6.3,-71,5.62,752
18.3,6.3,-73,7.08,757
18.5,6.3,-73,7.08,762
18.5,6.3,-73,7.08,767
18.5,6.3,-70,5.01,772
18.5,6.3,-68,3.98,777
18.3,6.3,-71,5.62,782
18.7,6.3,-70,5.01,787
18.5,6.3,-73,7.08,792
18.5,6.3,-69,4.47,797
18.5,6.3,-64,2.51,802
18.5,6.3,-66,3.16,807
18.8,6.3,-85,28.18,812
18.5,6.3,-65,2.82,817
18.5,6.3,-70,5.01,822
18.5,6.3,-62,2.00,827
18.1,6.3,-65,2.82,832
18.5,6.3,-75,6.31,837
18.1,6.3,-82,19.95,842
18.3,6.3,-56,1.00,847
18.1,6.3,-59,1.41,852
18.1,6.3,-54,0.79,857
17.8,6.3,-63,2.24,862
17.8,6.3,-63,2.00,867
18.1,6.3,-64,2.51,872
17.8,6.3,-73,7.08,877
17.8,6.3,-73,7.08,882
17.6,6.3,-74,7.94,887
18.1,6.3,-74,7.94,892
17.8,6.3,-81,17.78,897
17.8,6.3,-78,12.59,902
17.4,6.2,-93,70.79,907
18.0,6.3,-93,70.79,912
17.4,6.3,-88,39.81,917
17.6,6.3,-97,112.20,922
17.6,6.3,-98,125.89,927
17.4,6.3,-90,50.12,932
17.4,6.3,-101,177.83,937
17.3,6.3,-101,177.83,942
17.8,6.3,-95,89.13,947
17.4,6.3,-95,89.13,952
17.3,6.3,-97,112.20,957
17.2,6.3,-91,56.23,962
16.7,6.2,-91,56.23,967
17.3,6.3,-96,100.00,972
17.4,6.3,-84,25.12,977
17.4,6.3,-88,39.81,982
17.4,6.3,-99,141.25,988
17.6,6.3,-91,56.23,992
17.4,6.3,-104,251.19,997
17.4,6.3,-93,70.79,1002
17.1,6.3,-96,100.00,1007
17.4,6.3,-104,251.19,1012
17.6,6.3,-100,158.49,1017
17.4,6.3,-98,125.89,1022
18.0,6.3,-102,199.53,1027
17.8,6.3,-99,141.25,1032
18.7,6.3,-103,223.87,1037
18.1,6.3,-102,199.53,1042
18.1,6.3,-103,223.87,1047
18.1,6.3,-103,223.87,1052
18.5,6.3,-102,158.49,1057
18.1,6.3,-102,199.53,1062
18.5,6.3,-102,199.53,1067
18.8,6.3,-105,281.84,1072
19.0,6.3,-105,281.84,1077
18.8,6.3,-105,281.84,1082
19.2,6.3,-105,281.84,1087
19.2,6.3,-105,281.84,1092
19.0,6.3,-105,281.84,1097
19.2,6.3,-105,281.84,1102
19.1,6.2,-105,281.84,1107
19.0,6.2,-105,281.84,1112
19.5,6.3,-105,281.84,1117
19.0,6.3,-105,281.84,1122
19.9,6.3,-102,199.53,1127
19.5,6.2,-104,177.83,1132
19.9,6.3,-104,251.19,1137
19.5,6.3,-104,251.19,1142
20.2,6.3,-104,281.84,1147
19.6,6.3,-105,281.84,1152
19.5,6.2,-100,158.49,1157
20.2,6.3,-101,177.83,1162
20.4,6.3,-101,177.83,1167
20.3,6.2,-105,281.84,1172
20.6,6.3,-102,281.84,1177
20.0,6.2,-103,223.87,1182
20.8,6.3,-103,223.87,1187
20.6,6.3,-103,223.87,1192
20.6,6.2,-103,223.87,1197
20.3,6.2,-103,223.87,1202
20.5,6.2,-103,223.87,1212
20.9,6.2,-103,223.87,1213
20.3,6.2,-103,223.87,1217
21.2,6.3,-103,223.87,1222
20.7,6.2,-103,223.87,1227
21.2,6.3,-103,223.87,1232
21.2,6.2,-103,223.87,1237
21.8,6.3,-106,316.23,1242
21.2,6.3,-102,199.53,1247
21.2,6.3,-107,199.53,1252
21.2,6.2,-104,251.19,1257
21.2,6.2,-104,251.19,1262
22.1,6.3,-104,251.19,1267
21.4,6.2,-106,316.23,1272
21.9,6.3,-104,251.19,1277
22.3,6.3,-104,251.19,1282
22.3,6.2,-104,251.19,1287
22.3,6.3,-104,251.19,1292
22.3,6.3,-104,251.19,1297
22.6,6.2,-104,251.19,1302
22.3,6.3,-104,251.19,1307
22.4,6.2,-104,251.19,1312
22.4,6.2,-104,251.19,1317
22.4,6.2,-104,251.19,1322
22.8,6.2,-105,281.84,1327
22.8,6.2,-105,281.84,1332
23.0,6.2,-105,281.84,1337
23.0,6.3,-105,281.84,1342
22.8,6.2,-104,251.19,1347
23.0,6.3,-104,251.19,1352
23.5,6.2,-104,251.19,1357
